"","q2","q3","q4","q11","q61","q62","q63","q64","q68","q69"
"2116",1961,1,5,2,4,6,3,2,1,65000
"2117",1964,2,5,4,5,6,2,2,4,13000
"2118",1985,2,5,1,9,6,4,13,6,35000
"2119",1960,2,5,3,7,6,2,2,1,90000
"2120",1951,1,5,2,7,6,4,2,4,-8
"2121",1959,2,5,-9,4,6,2,1,2,60000
"2122",1951,2,5,-9,9,6,2,2,4,-8
"2123",1956,2,5,-9,10,6,2,1,4,-9
"2124",1947,1,5,4,5,6,2,2,4,35000
"2125",1944,1,5,4,7,6,2,2,4,50000
"2126",1944,1,5,2,8,21,NA,2,4,-9
"2127",1972,1,5,4,4,21,NA,2,12,13000
"2128",1969,1,5,-9,7,21,NA,2,1,-8
"2129",1949,2,5,-8,7,4,1,3,4,-9
"2130",1952,2,5,-8,9,6,3,1,11,23000
"2131",1959,2,5,4,7,6,2,2,4,40000
"2132",1947,1,5,-8,6,6,3,2,4,-8
"2133",1946,2,5,3,7,6,1,2,4,17000
"2134",1977,1,5,-9,9,21,NA,2,1,170000
"2135",1949,2,5,-9,2,6,2,2,11,50000
"2136",1959,2,5,-9,7,6,4,2,1,90000
"2137",1979,2,5,2,9,6,3,2,2,1e+05
"2138",1982,1,5,-9,7,6,3,2,1,50000
"2139",1982,2,5,-9,10,21,NA,1,1,180000
"2140",1979,1,5,2,7,6,4,2,1,150000
"2141",1967,2,5,-9,9,21,NA,2,1,140000
"2142",1931,2,5,4,9,6,2,2,4,40000
"2143",1958,1,5,4,7,6,4,2,4,1e+05
"2144",1960,2,5,-9,5,6,3,2,1,52000
"2145",1965,2,5,1,9,6,3,2,4,18000
"2146",1972,2,5,4,7,6,2,2,8,12000
"2147",1979,2,5,4,9,21,NA,2,1,170000
"2148",1976,1,5,4,9,6,3,2,1,-8
"2149",1966,1,5,-8,7,21,NA,2,1,150000
"2150",1936,2,5,-9,3,6,2,2,4,40000
"2151",1942,1,5,1,9,6,2,2,4,25000
"2152",1964,1,5,-9,9,6,4,2,1,1e+05
"2153",1961,2,5,1,9,21,NA,2,11,1e+05
"2154",1970,2,5,-8,7,21,NA,2,8,-8
"2155",1952,1,5,-8,8,15,3,2,4,-8
"2156",1957,2,5,1,7,6,4,2,3,-9
"2157",1946,1,5,-9,9,6,4,2,4,-8
"2158",1954,1,5,1,5,6,4,2,1,120000
"2159",1991,2,5,-9,7,21,NA,2,1,-9
"2160",1956,2,5,NA,9,6,2,2,4,80000
"2161",1976,2,5,-9,5,6,2,2,12,40000
"2162",1936,2,5,1,5,6,2,1,4,18000
"2163",1935,1,5,4,9,21,NA,2,4,70000
"2164",1958,1,5,1,9,9,3,2,3,-8
"2165",1958,1,5,NA,5,6,4,2,1,47000
"2166",1986,2,5,5,6,21,NA,2,1,90000
"2167",1963,1,5,-8,6,-8,4,2,3,-8
"2168",1982,2,5,4,9,21,NA,2,1,160000
"2169",1976,2,5,4,9,21,NA,2,3,1e+05
"2170",1972,2,5,-9,9,6,1,2,1,85000
"2171",1957,2,5,-9,7,6,2,2,4,20000
"2172",1972,2,5,-9,8,6,4,2,1,130000
"2173",1950,2,5,4,7,6,1,2,3,0
"2174",1963,1,5,-9,5,6,2,2,4,45000
"2175",1977,1,5,-9,6,21,NA,5,1,150000
"2176",1952,1,5,1,10,6,3,2,4,75000
"2177",1971,2,5,1,9,2,2,13,1,0
"2178",1966,1,5,1,9,6,2,2,1,150000
"2179",1976,1,5,2,8,21,NA,2,1,250000
"2180",1968,2,5,5,10,21,NA,2,1,2e+05
"2181",1939,1,5,4,9,21,NA,2,4,-9
"2182",1946,2,5,1,9,21,NA,2,4,50000
"2183",1978,1,5,5,9,21,NA,2,3,80000
"2184",1961,2,5,4,9,6,2,2,1,110000
"2185",1965,2,5,1,5,6,1,13,1,75000
"2186",1949,2,5,1,6,1,2,2,4,31000
"2187",1953,2,5,-8,9,15,2,5,4,-8
"2188",1952,2,5,1,9,6,4,2,2,67000
"2189",1935,2,5,-8,2,6,2,2,4,25000
"2190",1940,2,5,1,9,6,2,2,4,-8
"2191",1965,1,5,1,11,6,2,13,5,43000
"2192",1949,2,5,1,5,15,2,2,4,50000
"2193",1972,2,5,1,9,-8,1,13,1,-8
"2194",1952,2,5,4,9,6,4,2,4,1e+05
"2195",1958,2,5,-9,9,1,2,2,1,-9
"2196",1936,2,5,-8,7,6,3,2,4,40000
"2197",1997,1,5,1,9,6,3,5,6,-8
"2198",1967,1,5,1,7,6,2,5,1,58000
"2199",1942,2,5,-9,10,-9,NA,2,4,-9
"2200",1946,2,5,NA,3,6,4,2,4,-9
"2201",1942,1,5,4,9,6,3,2,4,20000
"2202",1970,2,5,-9,10,21,NA,2,1,80000
"2203",1964,1,5,-8,9,6,4,2,1,130000
"2204",1975,2,5,1,4,6,2,2,7,-8
"2205",1980,2,5,4,9,3,1,2,1,145000
"2206",1945,2,5,1,10,6,2,2,4,150000
"2207",1963,2,5,4,10,6,2,2,1,1e+05
"2208",1962,1,5,1,3,6,2,2,1,70000
"2209",1975,2,5,4,7,6,2,2,1,40000
"2210",1974,2,5,-9,7,6,3,2,1,190000
"2211",1966,2,5,4,8,21,NA,2,1,40000
"2212",1942,1,5,1,6,21,NA,2,4,33000
"2213",1987,2,5,1,5,6,4,2,1,-9
"2214",1948,1,5,4,4,21,NA,1,4,17000
"2215",1932,1,6,2,7,21,NA,13,4,87000
"2216",1963,1,5,4,10,21,NA,5,1,85000
"2217",1944,2,5,-9,5,6,2,2,4,0
"2218",1952,1,5,3,5,21,NA,2,4,53000
"2219",1974,1,5,-9,9,21,NA,5,1,55000
"2220",1965,1,5,1,5,6,4,2,1,75000
"2221",1947,1,5,4,5,6,2,2,4,33000
"2222",1955,1,5,2,5,6,2,2,4,-8
"2223",1945,2,5,-9,7,6,2,2,4,-8
"2224",1953,2,5,-9,3,6,2,1,4,-8
"2225",1969,1,5,1,7,21,NA,2,1,-8
"2226",1960,1,5,-9,5,14,2,2,3,9000
"2227",1977,1,5,1,10,21,NA,4,1,-9
"2228",1952,1,5,1,9,6,2,5,4,0
"2229",1992,1,5,1,10,-8,2,2,3,130000
"2230",1951,2,5,-9,3,6,3,2,3,40000
"2231",1939,2,5,-9,7,6,2,2,4,-9
"2232",1988,2,5,-9,7,6,3,2,1,125000
"2233",1959,1,5,5,10,21,NA,3,4,150000
"2234",1963,1,5,-9,9,6,4,2,1,2e+05
"2235",1974,1,5,2,7,6,2,13,1,52000
"2236",1945,2,5,1,6,6,2,2,4,-9
"2237",1977,2,5,4,6,6,3,2,1,70000
"2238",1947,1,5,-8,8,6,2,2,4,20000
"2239",1972,1,5,2,9,6,4,2,1,180000
"2240",1975,2,5,-9,9,6,3,2,1,-8
"2241",1970,2,5,5,7,21,NA,2,1,45000
"2242",1952,1,5,-9,9,21,NA,2,4,70000
"2243",1939,2,5,2,7,6,3,1,4,20000
"2244",1982,2,8,2,9,14,1,2,2,165000
"2245",1956,2,8,6,7,20,1,2,2,17000
"2246",1965,1,8,2,4,12,3,2,3,350000
"2247",1949,1,8,2,3,21,NA,2,3,-9
"2248",1943,1,8,2,5,12,2,2,4,30000
"2249",1947,2,8,2,8,3,2,2,4,-8
"2250",1970,2,8,2,4,21,NA,2,4,150000
"2251",1945,1,8,2,7,22,2,2,4,150000
"2252",1985,2,8,-9,6,22,1,2,9,-9
"2253",1973,1,8,-9,10,6,2,2,6,90000
"2254",1936,2,8,1,8,6,2,2,2,22000
"2255",1949,2,8,1,9,21,NA,2,3,-8
"2256",1970,1,8,2,9,21,NA,2,10,110000
"2257",1982,2,8,-9,6,6,1,13,1,57000
"2258",1957,2,8,-9,5,7,2,2,10,55000
"2259",1951,2,8,2,5,-8,1,2,4,-8
"2260",1963,2,8,2,4,21,NA,2,5,3000
"2261",1963,2,8,1,9,6,1,2,1,1e+05
"2262",1945,1,8,2,8,12,3,2,4,52000
"2263",1991,1,8,2,5,21,NA,2,12,110000
"2264",1976,1,8,2,7,21,NA,2,1,225000
"2265",1955,1,8,-9,7,6,1,2,3,125000
"2266",1990,1,8,NA,5,21,NA,2,2,-9
"2267",1953,1,8,2,4,4,1,2,11,65000
"2268",1954,1,8,-9,7,14,2,2,2,35000
"2269",1959,2,8,2,5,17,3,2,3,75000
"2270",1946,2,8,2,9,12,1,2,4,60000
"2271",1956,2,8,2,5,12,2,2,1,49000
"2272",1958,1,9,NA,5,21,NA,2,3,6000
"2273",1956,1,9,2,7,21,NA,2,5,35000
"2274",1947,1,9,2,10,3,1,2,11,124000
"2275",1948,1,9,2,9,6,3,13,4,52000
"2276",1997,2,9,1,4,14,1,13,6,65000
"2277",1960,1,9,1,5,6,2,2,1,55000
"2278",1978,2,9,-9,2,20,1,13,7,89000
"2279",1956,1,9,2,7,-9,NA,2,1,170000
"2280",1995,2,9,2,8,6,2,2,10,68000
"2281",1983,2,9,2,7,22,3,2,7,40000
"2282",1963,1,9,2,9,14,1,9,3,39000
"2283",1964,1,9,5,7,21,NA,2,8,48000
"2284",1994,2,9,3,7,2,1,7,2,65000
"2285",1980,1,9,2,7,6,3,2,1,85000
"2286",2001,1,9,-9,5,21,NA,2,2,-9
"2287",1979,1,9,2,7,14,1,2,1,140000
"2288",1986,2,9,2,8,6,2,2,1,0
"2289",1986,1,9,2,7,21,NA,2,3,40000
"2290",1950,2,9,-8,7,6,2,13,2,-8
"2291",1989,2,9,3,10,21,NA,2,9,130000
"2292",1983,2,9,2,4,21,NA,2,6,40000
"2293",1983,2,9,-9,6,14,1,2,2,-8
"2294",1979,1,9,2,9,21,NA,2,3,155000
"2295",1954,1,9,-9,6,9,2,2,4,66000
"2296",1960,1,9,2,4,1,3,2,1,62000
"2297",1973,1,6,1,4,6,3,2,3,210000
"2298",1951,1,9,2,6,9,3,2,3,1e+05
"2299",2000,2,9,1,5,11,1,2,9,140000
"2300",1984,1,9,-9,10,11,3,7,1,130000
"2301",1983,1,9,-9,9,-9,4,2,1,230000
"2302",1949,2,9,6,6,14,2,2,4,-8
"2303",1993,2,9,2,10,4,1,2,5,76000
"2304",1979,1,9,2,10,21,NA,2,1,318000
"2305",1980,2,9,2,5,21,NA,2,1,205000
"2306",1967,1,6,2,5,6,3,2,3,58000
"2307",1992,1,9,-8,7,17,3,2,1,-8
"2308",1990,1,9,-9,7,14,1,7,1,70000
"2309",1971,1,8,2,5,9,1,2,1,0
"2310",1986,1,9,-9,7,3,1,2,1,125000
"2311",1953,1,9,2,8,6,2,9,4,0
"2312",1977,2,10,3,9,21,NA,2,3,240000
"2313",1980,1,9,1,9,21,NA,2,1,85000
"2314",1973,2,9,3,9,21,NA,2,2,20000
"2315",1989,1,9,2,7,21,NA,2,1,102000
"2316",1975,1,9,1,9,2,1,13,1,85000
"2317",1962,2,9,2,7,21,NA,2,1,65000
"2318",1994,2,9,3,5,21,2,2,1,32000
"2319",1970,1,9,-8,4,5,1,13,1,36000
"2320",1937,1,9,-8,8,-8,1,2,4,-8
"2321",1967,2,9,2,7,4,2,2,3,60000
"2322",1979,2,9,1,5,6,2,10,3,85000
"2323",1976,2,9,1,11,2,1,13,1,42000
"2324",1949,1,9,6,9,9,1,2,3,86000
"2325",1983,2,9,3,11,14,2,2,3,130000
"2326",1950,1,9,2,11,21,NA,2,4,150000
"2327",1986,1,9,5,8,5,4,2,1,85000
"2328",1967,2,9,2,10,6,1,2,3,-8
"2329",1981,1,9,-9,5,21,NA,2,1,120000
"2330",1971,1,9,2,7,6,2,2,1,150000
"2331",1979,1,9,2,5,21,NA,2,5,0
"2332",1975,1,9,3,5,21,NA,2,8,-9
"2333",1995,1,9,3,9,14,3,2,1,-9
"2334",1961,1,9,2,7,4,1,2,4,170000
"2335",1965,1,9,2,7,6,3,2,1,160000
"2336",1957,1,9,2,6,21,NA,2,1,1e+05
"2337",1948,1,9,2,8,2,2,13,4,50000
"2338",1997,1,9,-8,4,21,NA,2,1,35000
"2339",2001,2,9,2,5,21,NA,2,2,-9
"2340",1980,2,9,-8,9,14,1,-8,1,-8
"2341",1960,2,9,2,4,8,2,2,1,-9
"2342",1958,1,6,2,4,6,2,2,1,140000
"2343",2001,1,9,3,5,21,NA,2,1,9000
"2344",1993,1,7,3,6,21,NA,2,6,-9
"2345",1959,1,7,2,9,9,3,2,4,1e+05
"2346",1983,2,7,3,7,21,NA,2,1,-8
"2347",1983,1,7,-8,5,14,2,2,1,-8
"2348",1976,1,6,2,9,11,4,7,3,75000
"2349",1955,1,7,2,4,6,1,2,4,70000
"2350",1982,2,7,1,7,14,1,2,2,85000
"2351",1971,1,7,2,9,22,2,2,1,-8
"2352",1964,1,7,2,6,21,NA,2,1,72000
"2353",1977,1,7,1,9,6,1,2,1,110000
"2354",1962,2,7,3,9,21,NA,2,3,-9
"2355",1989,2,7,3,9,12,2,2,1,60000
"2356",1958,2,7,2,7,6,2,2,4,-9
"2357",1998,1,7,5,7,14,3,2,1,-9
"2358",1997,1,7,-9,8,20,1,2,9,19000
"2359",1953,1,7,2,9,14,2,2,1,1e+05
"2360",1991,1,7,5,9,6,2,2,1,-9
"2361",1972,1,7,2,7,21,NA,2,1,0
"2362",1985,1,7,3,7,21,NA,2,1,68000
"2363",1977,2,7,-9,9,6,3,2,1,130000
"2364",1957,1,7,1,5,19,4,2,1,60000
"2365",1955,2,6,-9,4,12,2,2,4,45000
"2366",1965,2,7,-9,9,22,1,2,1,250000
"2367",1982,2,7,3,9,14,2,2,1,95000
"2368",1954,1,7,-9,8,21,NA,2,4,-8
"2369",1966,2,7,-9,7,21,NA,2,1,1000
"2370",1977,1,7,-9,8,21,NA,2,1,84000
"2371",1987,1,7,NA,5,22,2,2,10,-8
"2372",1937,2,7,1,5,21,NA,2,4,-8
"2373",1968,1,7,2,7,21,NA,2,1,220000
"2374",1982,2,7,3,9,21,NA,2,1,110000
"2375",1962,1,7,2,5,21,NA,2,1,-8
"2376",1963,2,6,3,7,22,2,2,3,35000
"2377",1997,1,7,2,5,9,2,2,1,-8
"2378",1940,2,7,2,7,19,1,13,4,63000
"2379",1987,1,7,3,9,-9,3,2,1,40000
"2380",1987,1,7,2,9,21,NA,2,1,215000
"2381",1972,1,7,2,5,20,2,2,11,70000
"2382",1956,1,7,5,9,7,2,2,1,90000
"2383",1984,1,7,2,9,6,3,2,3,140000
"2384",1979,2,7,NA,4,22,1,2,-8,-9
"2385",1983,1,7,5,7,14,1,2,1,14000
"2386",1963,2,7,-9,7,6,3,2,5,85000
"2387",1964,1,7,2,9,21,NA,13,4,40000
"2388",1983,1,7,1,7,14,2,2,1,155000
"2389",1955,2,7,2,9,15,2,2,1,-9
"2390",1976,2,7,2,9,6,2,2,8,70000
"2391",1984,1,7,1,9,14,1,2,3,130000
"2392",1936,1,7,1,4,12,3,2,4,28000
"2393",1986,2,7,1,11,11,2,7,1,-8
"2394",1960,2,7,1,9,-8,2,2,1,-8
"2395",1962,2,7,2,9,6,2,13,1,-8
"2396",1954,1,7,2,10,6,3,2,3,1e+05
"2397",1955,2,7,2,5,20,1,2,1,70000
"2398",1973,1,7,1,9,6,1,13,1,140000
"2399",1961,2,7,-9,9,21,NA,2,4,-9
"2400",1972,2,7,2,7,3,2,2,1,130000
"2401",1986,1,7,1,9,21,NA,2,10,66000
"2402",1954,1,7,2,9,9,2,2,4,60000
"2403",1996,1,7,2,7,14,1,13,6,-8
"2404",1989,1,8,2,9,17,2,2,12,80000
"2405",1996,1,7,1,9,21,NA,2,5,2e+05
"2406",1985,2,7,-9,9,14,2,13,12,105000
"2407",1997,1,7,2,6,21,NA,2,1,-9
"2408",1962,2,7,1,9,14,1,2,1,58000
"2409",1962,2,7,2,7,9,1,2,3,1e+05
"2410",1965,1,7,5,8,21,NA,2,3,120000
"2411",1988,1,7,2,7,21,NA,13,10,1e+05
"2412",1999,1,7,2,5,22,1,2,9,250000
"2413",1943,2,6,1,9,21,NA,2,4,60000
"2414",1993,1,7,1,8,21,NA,2,6,52000
"2415",1981,1,7,-9,9,20,1,2,1,75000
"2416",1959,1,7,2,9,14,2,2,4,42000
"2417",1978,2,7,-9,9,21,NA,2,2,63000
"2418",1986,1,7,1,8,21,NA,2,6,85000
"2419",1960,2,7,2,10,6,1,13,1,-9
"2420",2000,2,7,-8,4,11,3,13,6,-9
"2421",1951,1,7,2,7,21,NA,13,4,-8
"2422",1989,1,7,-9,9,22,1,2,1,-9
"2423",1953,2,7,2,5,21,NA,2,4,34000
"2424",1985,2,7,-9,9,1,2,2,1,53000
"2425",1963,2,7,1,9,12,4,2,1,160000
"2426",1952,1,7,5,8,14,1,2,1,-9
"2427",1938,1,7,1,10,15,1,2,4,160000
"2428",1970,1,7,-8,7,6,2,2,1,-8
"2429",1943,2,7,2,9,6,2,2,4,70000
"2430",1972,1,7,2,9,6,2,2,1,225000
"2431",1999,1,7,-9,5,21,NA,2,1,-9
"2432",1980,2,7,6,5,21,NA,2,5,12000
"2433",1999,1,7,3,5,6,2,13,2,120000
"2434",1965,1,7,7,11,15,3,2,1,2e+05
"2435",1945,2,7,1,10,20,1,2,12,130000
"2436",1967,2,7,-9,4,21,NA,2,8,6000
"2437",1941,1,7,2,5,9,1,3,4,125000
"2438",1973,2,4,-9,9,1,3,2,1,73000
"2439",1973,1,4,-9,10,-9,NA,2,1,140000
"2440",1994,1,4,1,5,21,NA,2,6,-9
"2441",1977,1,4,5,9,14,1,2,1,-9
"2442",1990,1,9,2,6,21,NA,2,1,0
"2443",1977,1,4,1,9,21,NA,2,1,2100000
"2444",1946,2,4,-8,8,1,2,2,4,-8
"2445",1986,1,4,-9,9,21,NA,2,1,40000
"2446",1974,2,4,-8,7,21,NA,2,3,0
"2447",1957,2,4,1,9,6,2,2,4,90000
"2448",1990,1,4,2,5,21,NA,2,6,80000
"2449",1964,1,4,2,5,3,1,2,1,90000
"2450",1965,2,4,-9,10,6,2,2,1,89000
"2451",1948,1,4,-9,7,12,2,2,4,91000
"2452",1972,2,4,1,9,6,3,2,1,85000
"2453",1978,1,4,2,11,6,4,2,1,5e+05
"2454",1961,1,2,2,7,6,2,2,4,150000
"2455",1934,1,4,2,5,3,2,2,8,9000
"2456",1976,1,4,3,8,12,2,2,1,110000
"2457",1948,1,4,-9,9,6,3,2,4,31000
"2458",1989,1,4,2,7,14,2,2,1,90000
"2459",1986,2,4,5,7,21,NA,2,1,1e+05
"2460",1968,2,4,2,10,6,4,2,3,320000
"2461",1989,2,4,5,8,21,NA,2,1,24000
"2462",1963,1,4,2,9,21,NA,2,4,120000
"2463",1991,2,4,5,9,21,NA,2,3,75000
"2464",1947,2,4,-9,9,1,2,2,4,-8
"2465",1981,2,4,1,11,21,NA,1,3,111000
"2466",1978,1,4,-8,5,21,NA,2,1,90000
"2467",1963,2,4,1,7,12,4,2,2,72000
"2468",1957,1,4,NA,5,21,NA,2,12,-8
"2469",1970,2,4,3,6,4,1,2,1,90000
"2470",2000,2,4,2,8,14,2,2,6,-9
"2471",1982,1,4,-9,11,21,NA,2,1,220000
"2472",1974,2,4,1,8,21,NA,2,1,120000
"2473",1973,1,4,2,9,1,2,2,3,2e+05
"2474",1948,2,4,2,9,3,1,2,4,50000
"2475",1994,2,4,5,8,6,2,2,9,-9
"2476",1987,1,4,-9,7,21,NA,2,1,105000
"2477",1954,1,4,5,5,21,NA,2,11,-9
"2478",1999,2,4,5,8,21,NA,2,6,2e+05
"2479",1985,1,4,5,5,21,NA,2,1,90000
"2480",1942,2,4,2,4,6,1,2,4,24000
"2481",1985,2,4,2,9,9,1,2,1,65000
"2482",1955,1,4,1,11,6,1,13,1,250000
"2483",1969,1,4,1,7,21,NA,2,1,55000
"2484",1969,1,4,-9,8,3,3,2,1,110000
"2485",1993,1,4,-9,4,14,1,2,1,-9
"2486",1974,2,4,2,10,1,1,13,1,75000
"2487",1957,2,4,2,9,21,NA,2,2,2e+05
"2488",1957,1,4,1,11,6,2,2,3,-8
"2489",1988,1,4,7,4,21,NA,2,1,640000
"2490",1992,1,4,2,9,1,1,2,1,30000
"2491",1954,2,4,5,5,9,1,2,5,72000
"2492",1958,1,4,1,7,4,1,2,1,150000
"2493",1968,1,4,2,9,21,NA,2,1,85000
"2494",1941,1,4,5,5,12,1,2,3,40000
"2495",1946,1,10,2,7,9,2,2,3,-8
"2496",1972,1,4,5,2,6,1,2,12,-9
"2497",1984,1,3,-9,5,21,NA,2,6,35000
"2498",1957,2,4,-8,7,6,1,2,4,-8
"2499",1947,1,4,2,8,12,2,1,4,85000
"2500",1951,1,4,-9,11,6,3,2,3,120000
"2501",1946,1,4,1,10,12,3,2,4,120000
"2502",1937,1,4,3,7,21,NA,13,4,-8
"2503",1978,1,4,1,9,21,NA,2,1,64000
"2504",1980,2,10,5,9,21,NA,4,1,150000
"2505",1995,1,10,1,9,10,2,2,12,-8
"2506",1984,2,10,2,9,22,1,2,12,-8
"2507",1968,1,10,5,8,21,NA,2,3,28000
"2508",1993,1,10,1,5,-9,NA,2,8,30000
"2509",1969,2,10,3,5,21,NA,2,3,75000
"2510",1995,1,10,1,8,10,1,2,8,-9
"2511",1989,2,10,5,4,21,3,2,7,40000
"2512",1980,1,10,5,11,-9,NA,2,1,1e+05
"2513",1965,2,10,2,9,9,4,2,1,1e+05
"2514",1984,1,10,2,7,6,2,2,1,170000
"2515",1961,1,10,5,4,6,2,2,12,75000
"2516",1950,1,10,1,8,22,4,2,4,60000
"2517",1997,1,10,3,7,2,2,13,9,70000
"2518",1954,1,10,2,6,14,1,11,3,125000
"2519",1976,1,10,2,8,21,NA,2,3,140000
"2520",1967,2,10,5,10,6,3,2,6,150000
"2521",1997,2,10,2,6,21,NA,2,9,350000
"2522",1948,2,10,-9,8,21,NA,2,4,22000
"2523",1975,2,10,-8,7,-8,2,2,3,-8
"2524",1949,1,10,5,9,14,3,2,11,-8
"2525",1998,2,10,2,8,14,1,2,6,-9
"2526",1960,2,9,2,5,17,2,2,1,2e+06
"2527",1970,2,10,1,11,21,NA,2,1,7e+05
"2528",1986,1,10,2,6,14,1,2,3,35000
"2529",1990,1,10,1,7,21,NA,2,12,75000
"2530",1995,2,10,1,10,21,NA,2,6,-9
"2531",1966,2,10,1,7,21,NA,2,1,160000
"2532",1999,2,10,3,8,21,NA,2,6,-9
"2533",1962,1,10,3,7,21,NA,2,1,-8
"2534",1983,1,10,NA,5,22,4,2,1,39000
"2535",1971,2,10,9,9,21,NA,2,1,-8
"2536",1973,1,10,-9,10,21,NA,2,1,250000
"2537",1968,2,10,-8,7,6,2,3,1,49000
"2538",1970,2,10,5,10,5,2,2,10,280000
"2539",1994,2,10,1,9,21,NA,2,1,64000
"2540",1995,1,10,3,7,21,NA,2,1,-8
"2541",1965,1,10,-9,9,6,2,2,1,250000
"2542",1959,2,10,1,9,14,3,2,1,2e+05
"2543",1966,2,10,-9,8,6,1,13,10,80000
"2544",1981,1,10,1,9,21,NA,2,5,135000
"2545",1984,1,10,NA,4,21,NA,2,1,80000
"2546",1964,1,10,2,8,14,1,13,3,110000
"2547",1978,1,10,5,8,21,NA,2,3,1e+05
"2548",1992,2,10,3,5,21,NA,2,1,40000
"2549",1998,2,10,-9,5,2,1,13,2,-9
"2550",1967,2,10,-9,10,22,1,3,8,40000
"2551",1969,2,10,-9,10,6,2,2,1,160000
"2552",1964,1,10,2,10,8,2,2,4,-8
"2553",1982,2,10,3,8,21,NA,2,6,12000
"2554",1972,1,10,3,9,14,2,2,1,134000
"2555",1993,1,9,2,7,21,NA,2,1,-8
"2556",1979,1,10,-9,6,-8,-8,2,1,-8
"2557",1970,2,10,-9,8,22,2,2,1,-8
"2558",1957,2,10,-8,7,21,NA,2,4,175000
"2559",2001,1,9,3,4,21,NA,4,6,60000
"2560",1992,2,10,-9,9,6,2,2,1,0
"2561",1938,1,9,2,5,9,1,2,4,-8
"2562",1965,1,10,2,7,21,NA,2,3,3e+05
"2563",1979,1,10,-8,7,21,NA,7,1,-8
"2564",1984,2,10,-9,7,21,NA,2,3,120000
"2565",1946,1,10,5,7,21,NA,2,4,-8
"2566",1959,1,10,3,11,9,1,3,1,125000
"2567",1964,2,10,-9,11,10,2,7,1,-9
"2568",1959,1,10,-9,8,-8,3,2,3,-8
"2569",1956,1,10,2,7,6,2,2,1,1e+05
"2570",1946,1,10,5,8,21,NA,9,4,60000
"2571",1962,2,10,3,7,1,3,2,2,1e+05
"2572",1983,1,10,2,7,21,NA,2,1,-8
"2573",1950,2,10,1,10,21,NA,13,4,150000
"2574",1965,1,10,1,7,21,NA,13,3,1e+05
"2575",1945,2,10,1,9,3,1,2,4,-9
"2576",1942,2,10,1,11,9,3,2,4,250000
"2577",1948,1,10,5,8,21,NA,13,3,250000
"2578",1966,1,10,1,5,21,NA,2,1,174000
"2579",1977,1,10,NA,7,11,1,2,3,1e+05
"2580",1990,2,10,3,10,14,1,2,1,2e+05
"2581",1976,2,10,-8,7,22,4,2,3,140000
"2582",1956,2,10,1,10,21,NA,2,4,90000
"2583",1993,1,10,3,6,-9,NA,2,1,32000
"2584",1969,1,10,2,9,21,NA,2,3,140000
"2585",1986,1,10,3,9,21,NA,2,1,52000
"2586",1969,2,10,2,10,22,1,4,1,-8
"2587",1973,1,10,-9,6,9,1,2,3,-8
"2588",1986,1,10,3,7,21,NA,2,3,120000
"2589",1975,2,10,7,9,-9,NA,2,1,160000
"2590",1963,2,10,2,9,14,2,2,3,-8
"2591",1959,2,3,-9,4,22,4,2,4,40000
"2592",1950,1,10,3,7,17,1,2,4,110000
"2593",1961,2,10,2,7,8,2,13,3,160000
"2594",1981,2,10,5,9,21,NA,2,1,150000
"2595",1966,2,10,-9,9,8,1,13,1,140000
"2596",1951,1,10,-9,9,2,-9,13,1,-8
"2597",1944,2,10,-9,9,21,NA,2,4,80000
"2598",1950,1,10,1,7,6,1,7,3,1e+05
"2599",1964,1,10,-9,7,6,2,2,1,75000
"2600",1972,2,10,3,7,21,NA,2,1,70000
"2601",1939,1,10,2,9,3,1,6,4,120000
"2602",1963,1,10,5,9,21,NA,13,1,70000
"2603",1993,1,10,-9,9,21,NA,2,1,130000
"2604",1973,1,10,2,9,22,1,2,1,40000
"2605",1953,2,10,2,9,6,2,10,4,75000
"2606",1982,2,10,5,9,21,NA,2,1,150000
"2607",1971,2,10,-9,7,21,NA,2,7,1e+05
"2608",1941,2,10,1,10,6,1,2,4,35000
"2609",1981,1,10,-9,7,14,1,2,5,-9
"2610",1969,1,10,2,10,21,NA,4,1,50000
"2611",1952,1,10,1,5,12,2,2,1,190000
"2612",1997,1,6,5,8,21,NA,2,9,46000
"2613",1961,1,10,NA,5,14,1,3,1,-9
"2614",1979,1,10,6,6,6,3,2,1,130000
"2615",1975,1,10,5,9,1,2,2,3,120000
"2616",1977,2,10,3,10,14,1,2,1,140000
"2617",1968,1,10,NA,9,21,NA,2,4,65000
"2618",1953,2,10,1,9,21,NA,2,12,-8
"2619",1958,1,10,-9,9,17,2,2,8,17000
"2620",1965,1,10,2,7,21,NA,2,3,120000
"2621",1968,2,10,5,9,21,NA,2,10,70000
"2622",1979,1,10,-9,7,4,1,13,1,120000
"2623",1963,2,10,-9,10,21,NA,12,1,180000
"2624",1952,2,10,3,11,21,NA,3,4,120000
"2625",2001,1,10,-9,5,21,NA,2,1,-9
"2626",1987,1,10,1,9,21,NA,2,1,42000
"2627",1982,1,10,5,7,21,NA,2,9,135000
"2628",1976,2,10,3,10,21,NA,13,1,140000
"2629",1975,1,10,-9,9,21,NA,2,1,0
"2630",1952,2,10,1,10,21,NA,7,4,150000
"2631",1970,2,10,3,8,21,NA,2,2,38000
"2632",1954,2,10,5,6,16,1,2,4,51000
"2633",1992,1,8,-9,9,21,NA,2,3,20000
"2634",1938,2,10,-9,9,14,3,2,4,-8
"2635",1956,2,10,2,5,1,1,2,4,-8
