"","age","sex","vote_Liberal","education","has_religion","religion_importance","income_family","employment","born_canada","province"
"3301",34,"Female",0,"Less than high school","Yes","Not very important","$75,000 to $99,999","employement","born outside canada","Nova Scotia"
"3310",69,"Female",0,"Above bachelor","Yes","Not very important","Less than $25,000","unemployement","born outside canada","British Columbia"
"3316",26,"Female",1,"Bachelor degree","Yes","Somewhat important","Less than $25,000","unemployement","born in Canada","Alberta"
"3321",59,"Female",1,"High school","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Quebec"
"3324",75,"Male",0,"Bachelor degree","Yes","Very important","$125,000 and more","unemployement","born in Canada","Alberta"
"3329",66,"Female",0,"Trade diploma","Yes","Very important","Less than $25,000","unemployement","born in Canada","Ontario"
"3331",68,"Male",0,"Bachelor degree","Yes","Not important at all","$100,000 to $ 124,999","unemployement","born in Canada","Alberta"
"3332",35,"Male",0,"Trade diploma","Yes","Not important at all","$100,000 to $ 124,999","employement","born in Canada","Ontario"
"3333",45,"Male",0,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","Alberta"
"3337",66,"Female",1,"Above bachelor","Yes","Not very important","$125,000 and more","unemployement","born in Canada","British Columbia"
"3340",46,"Male",1,"Above bachelor","Yes","Not important at all","$125,000 and more","employement","born in Canada","British Columbia"
"3342",32,"Female",1,"Bachelor degree","Yes","Not important at all","$125,000 and more","employement","born in Canada","Alberta"
"3343",29,"Male",1,"Less than high school","Yes","Very important","$25,000 to $49,999","employement","born outside canada","New Brunswick"
"3347",47,"Female",0,"Less than high school","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","Nova Scotia"
"3350",49,"Male",1,"Bachelor degree","Yes","Very important","$75,000 to $99,999","employement","born outside canada","Alberta"
"3354",48,"Male",0,"Above bachelor","Yes","Not very important","Less than $25,000","employement","born in Canada","British Columbia"
"3356",34,"Female",0,"Bachelor degree","Yes","Not important at all","$25,000 to $49,999","employement","born in Canada","Alberta"
"3358",34,"Female",1,"Bachelor degree","Yes","Somewhat important","$25,000 to $49,999","unemployement","born outside canada","Alberta"
"3360",34,"Male",1,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born outside canada","Alberta"
"3363",43,"Male",0,"College","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"3366",65,"Male",1,"Above bachelor","Yes","Somewhat important","$125,000 and more","employement","born outside canada","British Columbia"
"3367",32,"Male",0,"High school","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Quebec"
"3369",29,"Female",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born outside canada","Alberta"
"3370",74,"Male",1,"Above bachelor","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","British Columbia"
"3376",45,"Female",0,"College","Yes","Very important","$125,000 and more","employement","born in Canada","Manitoba"
"3384",68,"Female",0,"College","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Manitoba"
"3391",44,"Female",0,"High school","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Quebec"
"3393",53,"Female",0,"University","Yes","Not very important","$125,000 and more","employement","born in Canada","Saskatchewan"
"3394",51,"Male",0,"High school","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Quebec"
"3397",66,"Male",1,"College","Yes","Not very important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba"
"3398",36,"Male",0,"Trade diploma","Yes","Very important","$125,000 and more","employement","born outside canada","Ontario"
"3399",53,"Female",0,"Above bachelor","Yes","Very important","$50,000 to $74,999","employement","born in Canada","British Columbia"
"3404",62,"Female",0,"College","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Manitoba"
"3405",70,"Male",1,"Trade diploma","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","Ontario"
"3406",66,"Male",0,"Less than high school","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","New Brunswick"
"3408",60,"Male",0,"University","Yes","Not very important","$50,000 to $74,999","unemployement","born in Canada","Saskatchewan"
"3412",32,"Male",0,"High school","Yes","Not very important","$125,000 and more","employement","born in Canada","Quebec"
"3417",50,"Male",1,"Bachelor degree","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"3418",63,"Male",1,"College","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Manitoba"
"3421",70,"Female",0,"Bachelor degree","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Alberta"
"3422",31,"Female",0,"High school","Yes","Very important","$125,000 and more","employement","born in Canada","Quebec"
"3424",71,"Female",0,"High school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Quebec"
"3425",61,"Female",0,"College","Yes","Not very important","$125,000 and more","employement","born in Canada","Manitoba"
"3428",62,"Female",0,"Bachelor degree","Yes","Very important","Less than $25,000","unemployement","born outside canada","Alberta"
"3433",66,"Male",0,"Bachelor degree","Yes","Not important at all","$125,000 and more","unemployement","born in Canada","Alberta"
"3440",71,"Female",0,"College","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba"
"3444",31,"Female",0,"Trade diploma","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Ontario"
"3449",75,"Female",1,"Bachelor degree","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Alberta"
"3457",64,"Female",1,"College","Yes","Very important","$100,000 to $ 124,999","unemployement","born in Canada","Manitoba"
"3464",68,"Female",0,"College","Yes","Very important","$50,000 to $74,999","unemployement","born outside canada","Manitoba"
"3473",73,"Female",0,"Bachelor degree","Yes","Not very important","$50,000 to $74,999","unemployement","born outside canada","Alberta"
"3477",74,"Female",0,"College","Yes","Not important at all","Less than $25,000","unemployement","born in Canada","Manitoba"
"3479",66,"Female",0,"University","Yes","Not very important","$100,000 to $ 124,999","unemployement","born in Canada","Saskatchewan"
"3480",81,"Female",1,"University","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Saskatchewan"
"3481",67,"Male",0,"University","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Saskatchewan"
"3482",66,"Female",0,"University","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Saskatchewan"
"3484",68,"Male",0,"Trade diploma","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Ontario"
"3486",58,"Female",0,"High school","Yes","Very important","$25,000 to $49,999","employement","born outside canada","Quebec"
"3489",43,"Female",0,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born in Canada","Alberta"
"3492",78,"Female",0,"High school","Yes","Somewhat important","Less than $25,000","unemployement","born in Canada","Quebec"
"3494",72,"Female",0,"Trade diploma","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Ontario"
"3495",87,"Female",1,"University","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Saskatchewan"
"3503",44,"Male",0,"High school","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Quebec"
"3509",44,"Male",1,"Bachelor degree","Yes","Very important","$75,000 to $99,999","employement","born in Canada","Alberta"
"3517",64,"Female",0,"Above bachelor","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","British Columbia"
"3528",65,"Female",0,"University","Yes","Very important","Less than $25,000","employement","born in Canada","Saskatchewan"
"3529",82,"Male",0,"College","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Manitoba"
"3533",33,"Male",1,"College","Yes","Not very important","$125,000 and more","employement","born in Canada","Manitoba"
"3534",77,"Male",0,"Less than high school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","New Brunswick"
"3535",31,"Male",0,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"3536",47,"Male",1,"University","Yes","Very important","$25,000 to $49,999","employement","born outside canada","Saskatchewan"
"3537",68,"Male",1,"Bachelor degree","Yes","Not important at all","$125,000 and more","unemployement","born in Canada","Alberta"
"3547",70,"Male",1,"Above bachelor","Yes","Not very important","$125,000 and more","unemployement","born in Canada","British Columbia"
"3550",65,"Male",0,"Trade diploma","Yes","Very important","$125,000 and more","employement","born in Canada","Ontario"
"3552",36,"Male",1,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3553",79,"Male",1,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"3554",75,"Female",1,"Trade diploma","Yes","Very important","$50,000 to $74,999","unemployement","born outside canada","Ontario"
"3555",48,"Female",0,"University","Yes","Not important at all","$125,000 and more","employement","born in Canada","Saskatchewan"
"3556",45,"Male",1,"Above bachelor","Yes","Somewhat important","$125,000 and more","employement","born in Canada","British Columbia"
"3557",46,"Male",0,"High school","Yes","Not important at all","$50,000 to $74,999","employement","born in Canada","Quebec"
"3561",64,"Female",1,"High school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Quebec"
"3565",61,"Female",0,"Less than high school","Yes","Very important","Less than $25,000","unemployement","born in Canada","Nova Scotia"
"3567",60,"Male",0,"High school","Yes","Not very important","$100,000 to $ 124,999","employement","born outside canada","Quebec"
"3568",68,"Female",1,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"3569",56,"Female",0,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3571",73,"Female",1,"High school","Yes","Not important at all","$50,000 to $74,999","unemployement","born in Canada","Quebec"
"3572",58,"Male",0,"High school","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Quebec"
"3573",71,"Female",0,"Bachelor degree","Yes","Very important","$25,000 to $49,999","unemployement","born outside canada","Alberta"
"3578",19,"Male",1,"High school","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Quebec"
"3579",78,"Male",0,"College","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Manitoba"
"3581",58,"Male",0,"Bachelor degree","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Alberta"
"3587",39,"Male",0,"High school","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Quebec"
"3588",42,"Female",1,"Above bachelor","Yes","Not very important","$125,000 and more","employement","born in Canada","British Columbia"
"3594",31,"Male",0,"High school","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Quebec"
"3599",54,"Female",1,"College","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3601",84,"Female",0,"University","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Saskatchewan"
"3604",28,"Male",0,"Bachelor degree","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"3605",78,"Male",1,"Bachelor degree","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Alberta"
"3606",41,"Female",0,"Bachelor degree","Yes","Not important at all","$125,000 and more","employement","born in Canada","Alberta"
"3608",63,"Male",1,"High school","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Quebec"
"3609",57,"Female",0,"High school","Yes","Somewhat important","Less than $25,000","unemployement","born in Canada","Quebec"
"3610",45,"Male",0,"Above bachelor","Yes","Not very important","$125,000 and more","employement","born in Canada","British Columbia"
"3612",41,"Female",0,"University","Yes","Not very important","$75,000 to $99,999","unemployement","born in Canada","Saskatchewan"
"3615",77,"Female",0,"Bachelor degree","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"3618",70,"Male",0,"University","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","Saskatchewan"
"3620",72,"Male",0,"High school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Quebec"
"3622",62,"Male",0,"University","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Saskatchewan"
"3624",50,"Female",0,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3629",61,"Male",1,"Above bachelor","Yes","Very important","$125,000 and more","employement","born outside canada","British Columbia"
"3633",73,"Male",0,"Bachelor degree","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Alberta"
"3637",33,"Male",0,"University","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Saskatchewan"
"3640",60,"Male",1,"Bachelor degree","Yes","Very important","$25,000 to $49,999","employement","born outside canada","Alberta"
"3655",24,"Female",0,"Trade diploma","Yes","Somewhat important","Less than $25,000","employement","born in Canada","Ontario"
"3669",76,"Male",1,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"3670",42,"Male",0,"College","Yes","Very important","$125,000 and more","unemployement","born in Canada","Manitoba"
"3674",62,"Female",0,"College","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Manitoba"
"3679",60,"Male",0,"Bachelor degree","Yes","Very important","Less than $25,000","unemployement","born outside canada","Alberta"
"3680",78,"Male",1,"University","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Saskatchewan"
"3687",57,"Male",1,"University","Yes","Not very important","Less than $25,000","unemployement","born in Canada","Saskatchewan"
"3693",28,"Male",0,"Less than high school","Yes","Very important","$50,000 to $74,999","employement","born in Canada","New Brunswick"
"3695",34,"Male",0,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3696",56,"Male",0,"High school","Yes","Very important","$125,000 and more","employement","born in Canada","Quebec"
"3697",58,"Male",0,"College","Yes","Very important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3698",24,"Male",0,"College","Yes","Somewhat important","$25,000 to $49,999","employement","born in Canada","Manitoba"
"3711",51,"Male",0,"University","Yes","Not very important","$125,000 and more","unemployement","born in Canada","Saskatchewan"
"3714",67,"Male",0,"College","Yes","Somewhat important","$75,000 to $99,999","unemployement","born in Canada","Manitoba"
"3718",33,"Female",0,"College","Yes","Very important","$25,000 to $49,999","employement","born in Canada","Manitoba"
"3720",36,"Female",1,"Above bachelor","Yes","Not very important","$125,000 and more","employement","born outside canada","British Columbia"
"3722",64,"Female",0,"Less than high school","Yes","Somewhat important","Less than $25,000","employement","born in Canada","Nova Scotia"
"3726",37,"Female",0,"High school","Yes","Not very important","$50,000 to $74,999","employement","born in Canada","Quebec"
"3730",60,"Female",0,"Bachelor degree","Yes","Very important","Less than $25,000","employement","born outside canada","Alberta"
"3736",77,"Female",0,"Bachelor degree","Yes","Not very important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"3739",55,"Male",0,"College","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Manitoba"
"3741",58,"Male",0,"Bachelor degree","Yes","Not important at all","$50,000 to $74,999","unemployement","born in Canada","Alberta"
"3745",29,"Male",1,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","Alberta"
"3748",52,"Male",0,"Above bachelor","Yes","Somewhat important","Less than $25,000","employement","born outside canada","British Columbia"
"3750",43,"Male",0,"Bachelor degree","Yes","Not important at all","$125,000 and more","employement","born in Canada","Alberta"
"3753",43,"Male",0,"Trade diploma","Yes","Not important at all","Less than $25,000","employement","born in Canada","Ontario"
"3764",31,"Female",0,"Bachelor degree","Yes","Very important","$25,000 to $49,999","employement","born outside canada","Alberta"
"3768",41,"Female",0,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3770",53,"Female",0,"College","Yes","Very important","$50,000 to $74,999","employement","born outside canada","Manitoba"
"3771",19,"Male",1,"High school","Yes","Not very important","Less than $25,000","employement","born in Canada","Quebec"
"3776",55,"Male",0,"College","Yes","Somewhat important","$100,000 to $ 124,999","employement","born in Canada","Manitoba"
"3778",51,"Male",0,"Bachelor degree","Yes","Not very important","$75,000 to $99,999","employement","born in Canada","Alberta"
"3780",32,"Male",0,"Bachelor degree","Yes","Somewhat important","$75,000 to $99,999","employement","born in Canada","Alberta"
"3784",51,"Female",1,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Alberta"
"3789",29,"Female",0,"High school","Yes","Not very important","$25,000 to $49,999","employement","born in Canada","Quebec"
"3793",30,"Female",0,"Less than high school","Yes","Somewhat important","Less than $25,000","employement","born in Canada","New Brunswick"
"3795",41,"Male",0,"Trade diploma","Yes","Not important at all","$75,000 to $99,999","employement","born in Canada","Ontario"
"3807",59,"Male",0,"Trade diploma","Yes","Somewhat important","$125,000 and more","employement","born in Canada","Ontario"
"3810",69,"Female",0,"Above bachelor","Yes","Not very important","$75,000 to $99,999","unemployement","born in Canada","British Columbia"
"3815",29,"Male",0,"Less than high school","Yes","Very important","$25,000 to $49,999","employement","born in Canada","New Brunswick"
"3817",51,"Male",0,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born outside canada","Alberta"
"3820",56,"Female",0,"College","Yes","Not very important","$25,000 to $49,999","employement","born in Canada","Manitoba"
"3824",68,"Male",0,"College","Yes","Not very important","$50,000 to $74,999","unemployement","born in Canada","Manitoba"
"3825",63,"Female",1,"Bachelor degree","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Alberta"
"3828",48,"Male",0,"Bachelor degree","Yes","Very important","$100,000 to $ 124,999","employement","born outside canada","Alberta"
"3831",45,"Female",1,"Bachelor degree","Yes","Not important at all","$125,000 and more","employement","born in Canada","Alberta"
"3834",36,"Male",0,"Less than high school","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Nova Scotia"
"3839",37,"Male",1,"Bachelor degree","Yes","Not important at all","Less than $25,000","employement","born outside canada","Alberta"
"3840",48,"Male",1,"Bachelor degree","Yes","Not very important","$125,000 and more","employement","born in Canada","Alberta"
"3842",69,"Female",1,"University","Yes","Not very important","$125,000 and more","unemployement","born outside canada","Saskatchewan"
"3844",66,"Male",0,"Less than high school","Yes","Not very important","$100,000 to $ 124,999","employement","born in Canada","New Brunswick"
"3845",71,"Female",1,"Above bachelor","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","British Columbia"
"3846",52,"Female",1,"Above bachelor","Yes","Somewhat important","$125,000 and more","unemployement","born outside canada","British Columbia"
"3847",63,"Female",0,"Above bachelor","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","British Columbia"
"3853",45,"Female",0,"Bachelor degree","Yes","Very important","Less than $25,000","unemployement","born in Canada","Alberta"
"3856",58,"Male",0,"Above bachelor","Yes","Somewhat important","$125,000 and more","employement","born in Canada","British Columbia"
"3858",27,"Female",0,"Bachelor degree","Yes","Very important","Less than $25,000","unemployement","born in Canada","Alberta"
"3859",75,"Male",0,"Bachelor degree","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Alberta"
"3860",56,"Male",1,"High school","Yes","Somewhat important","Less than $25,000","employement","born outside canada","Quebec"
"3862",59,"Male",0,"Bachelor degree","Yes","Very important","$125,000 and more","unemployement","born in Canada","Alberta"
"3863",30,"Female",0,"College","Yes","Somewhat important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3864",38,"Female",1,"Bachelor degree","Yes","Very important","$50,000 to $74,999","employement","born in Canada","Alberta"
"3866",80,"Male",1,"Bachelor degree","Yes","Somewhat important","$25,000 to $49,999","unemployement","born outside canada","Alberta"
"3870",35,"Male",0,"Bachelor degree","Yes","Very important","$125,000 and more","employement","born in Canada","Alberta"
"3872",50,"Female",1,"High school","Yes","Not very important","$125,000 and more","employement","born in Canada","Quebec"
"3875",53,"Male",0,"Trade diploma","Yes","Not very important","$125,000 and more","unemployement","born in Canada","Ontario"
"3880",29,"Female",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","unemployement","born outside canada","Alberta"
"3884",69,"Female",1,"Less than high school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","New Brunswick"
"3893",46,"Male",0,"High school","Yes","Not important at all","$75,000 to $99,999","employement","born in Canada","Quebec"
"3894",56,"Female",0,"College","Yes","Very important","Less than $25,000","unemployement","born in Canada","Manitoba"
"3897",45,"Male",0,"Bachelor degree","Yes","Very important","$75,000 to $99,999","employement","born outside canada","Alberta"
"3901",59,"Female",1,"Above bachelor","Yes","Very important","$75,000 to $99,999","employement","born outside canada","British Columbia"
"3902",57,"Female",0,"College","Yes","Very important","$50,000 to $74,999","employement","born in Canada","Manitoba"
"3906",52,"Male",1,"Trade diploma","Yes","Very important","$50,000 to $74,999","employement","born outside canada","Ontario"
"3910",70,"Female",0,"Trade diploma","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Ontario"
"3918",73,"Male",0,"College","Yes","Not important at all","Less than $25,000","unemployement","born in Canada","Manitoba"
"3921",64,"Female",0,"Bachelor degree","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Alberta"
"3922",74,"Male",0,"High school","Yes","Not very important","$75,000 to $99,999","unemployement","born in Canada","Quebec"
"3933",70,"Male",0,"College","Yes","Somewhat important","$25,000 to $49,999","unemployement","born in Canada","Manitoba"
"3936",51,"Male",1,"Above bachelor","Yes","Very important","$125,000 and more","employement","born outside canada","British Columbia"
"3940",77,"Male",1,"Above bachelor","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","British Columbia"
"3943",83,"Female",0,"Above bachelor","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","British Columbia"
"3945",69,"Male",0,"College","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Manitoba"
"3947",52,"Male",0,"Less than high school","Yes","Very important","Less than $25,000","employement","born in Canada","New Brunswick"
"3949",63,"Male",1,"Trade diploma","Yes","Not very important","$50,000 to $74,999","unemployement","born in Canada","Ontario"
"3950",84,"Male",1,"University","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Saskatchewan"
"3951",73,"Female",0,"University","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Saskatchewan"
"3952",55,"Female",0,"Bachelor degree","Yes","Not important at all","Less than $25,000","unemployement","born in Canada","Alberta"
"3953",78,"Male",1,"Less than high school","Yes","Not very important","Less than $25,000","unemployement","born outside canada","New Brunswick"
"3956",67,"Male",1,"Bachelor degree","Yes","Very important","$75,000 to $99,999","unemployement","born outside canada","Alberta"
"3957",62,"Female",1,"Bachelor degree","Yes","Somewhat important","$25,000 to $49,999","employement","born in Canada","Alberta"
"3958",60,"Male",0,"Less than high school","Yes","Not important at all","$50,000 to $74,999","employement","born in Canada","New Brunswick"
"3965",37,"Female",0,"College","Yes","Very important","$75,000 to $99,999","unemployement","born in Canada","Manitoba"
"3966",54,"Female",0,"Above bachelor","Yes","Somewhat important","$125,000 and more","employement","born in Canada","British Columbia"
"3967",59,"Female",0,"High school","Yes","Very important","$50,000 to $74,999","unemployement","born in Canada","Quebec"
"3970",46,"Male",0,"Less than high school","Yes","Very important","$50,000 to $74,999","employement","born in Canada","New Brunswick"
"3973",36,"Female",1,"Bachelor degree","Yes","Somewhat important","$50,000 to $74,999","unemployement","born in Canada","Alberta"
"3977",34,"Female",0,"Bachelor degree","Yes","Not very important","$125,000 and more","unemployement","born in Canada","Alberta"
"3988",61,"Male",0,"Bachelor degree","Yes","Somewhat important","$125,000 and more","employement","born outside canada","Alberta"
"3992",63,"Female",0,"Bachelor degree","Yes","Not very important","$75,000 to $99,999","unemployement","born in Canada","Alberta"
"3996",83,"Male",0,"High school","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Quebec"
"3997",70,"Female",0,"Above bachelor","Yes","Somewhat important","$100,000 to $ 124,999","unemployement","born in Canada","British Columbia"
"3998",74,"Male",0,"High school","Yes","Very important","Less than $25,000","unemployement","born in Canada","Quebec"
"4001",34,"Female",0,"College","Yes","Very important","$25,000 to $49,999","unemployement","born in Canada","Manitoba"
"4006",28,"Male",0,"College","Yes","Somewhat important","$25,000 to $49,999","unemployement","born outside canada","Manitoba"
"4011",68,"Female",0,"Trade diploma","Yes","Very important","$100,000 to $ 124,999","unemployement","born outside canada","Ontario"
